160.98, -132.51
267.97, -132.54
374.96, -132.61
413.87, -133.95
411.44, -135.32
418.73, -136.24
431.37, -138.06
443.05, -139.51
456.66, -141.35
460.55, -142.96
479.52, -144.47
501.41, -146.20
520.86, -147.86
546.80, -148.98
564.63, -149.78
618.12, -151.23
725.12, -151.88
832.11, -151.80
939.10, -151.59
1053.11, -151.51
1156.32, -150.83
1260.07, -150.33
1367.06, -149.74
1474.06, -149.37
1581.05, -149.04
1688.04, -148.70
1795.03, -148.36
1905.26, -148.15
2009.01, -147.70
2116.01, -147.53
2223.00, -147.32
2329.99, -147.12
2436.98, -146.89
2543.97, -146.80
2654.70, -146.66
2753.90, -146.64
2865.76, -146.46
2971.94, -146.21
3078.93, -146.22
3185.92, -145.97
3292.91, -145.70
3399.90, -145.83
3506.90, -145.70
3613.89, -145.54
3720.88, -145.56
3827.87, -145.44
3934.86, -145.32
4041.85, -145.42
4148.84, -145.20
4255.84, -145.40
4362.83, -145.12
4469.01, -145.15
4576.81, -145.11
4687.86, -144.89
4789.08, -144.95
4897.79, -144.92
5004.78, -144.99
5072.86, -141.90
5063.14, -143.32
5063.14, -144.69
5092.32, -139.60
5082.59, -140.88
5114.20, -136.87
5102.04, -138.34
5131.22, -134.99
5153.11, -133.78
5172.07, -129.07
5165.26, -130.54
5160.40, -131.12
5160.40, -132.20
5220.71, -126.17
5179.85, -127.41
5238.21, -120.01
5238.21, -121.08
5238.21, -122.15
5238.21, -123.23
5238.21, -124.23
5259.98, -90.43
5311.16, -119.83
5319.92, -121.06
5341.67, -122.31
5344.12, -123.22
5427.88, -123.78
5506.91, -124.75
5544.60, -126.07
5615.39, -127.24
5714.81, -127.97
5821.80, -128.05
5928.80, -128.16
6035.79, -128.30
6142.78, -128.44
6249.77, -128.44
6356.76, -128.31
6463.75, -128.19
6570.74, -128.57
6677.74, -128.70
6784.73, -128.82
6891.72, -128.85
6998.71, -129.02
7105.70, -128.93
7212.69, -128.87
7319.69, -128.90
7426.68, -128.86
7519.08, -128.91
